hasName,animalType,sex,isIntact,monthsOld,breed1,breed2,isMix,color1,color2,outcome
true,Dog,F,false,36,Chihuahua Shorthair,,true,Brown,,Adoption
false,Cat,F,true,6,Domestic Medium Hair,,true,Blue Tabby,,Transfer
true,Cat,F,false,12,Domestic Shorthair,,true,Black Tabby,Orange,Return_to_owner
true,Dog,F,false,84,Border Collie,,true,Black,White,Return_to_owner
false,Cat,F,true,0,Domestic Shorthair,,true,Calico,,Transfer
true,Dog,M,false,2,Anatol Shepherd,Siberian Husky,false,Buff,White,Return_to_owner
true,Cat,M,false,3,Domestic Shorthair,,true,Black,White,Adoption
true,Dog,M,false,36,Australian Cattle Dog,,true,Blue Tick,,Adoption
true,Dog,M,true,4,Australian Kelpie,,true,Brown Brindle,,Transfer
true,Dog,M,false,12,Basenji,Chihuahua Shorthair,false,Tan,White,Adoption
false,Dog,M,false,48,Border Collie,,true,Black,White,Adoption
false,Cat,M,true,0,Domestic Medium Hair,,true,Black,White,Transfer
false,Dog,F,true,1,Labrador Retriever,,true,Black,White,Transfer
true,Cat,F,false,2,Domestic Shorthair,,true,Orange Tabby,,Adoption
true,Dog,F,false,3,Chihuahua Shorthair,,true,Brown,,Adoption
true,Cat,M,false,3,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,M,false,24,Labrador Retriever,Boxer,false,Brown,White,Adoption
true,Dog,M,false,12,Chihuahua Shorthair,,true,Chocolate,White,Adoption
true,Dog,M,false,96,Siberian Husky,,true,Black,White,Euthanasia
false,Cat,M,false,8,Domestic Shorthair,,true,Black,,Transfer
true,Cat,F,true,1,Domestic Medium Hair,,true,Brown Tabby,White,Died
true,Cat,M,false,2,Domestic Shorthair,,true,Cream Tabby,,Adoption
false,Cat,F,true,6,Domestic Medium Hair,,true,Blue,,Adoption
true,Dog,F,false,3,Catahoula,,true,White,,Adoption
true,Dog,M,false,48,Pit Bull,,true,Tricolor,,Adoption
false,Dog,M,false,24,Dachshund,,true,Red Tick,White,Adoption
true,Dog,F,false,12,Australian Kelpie,,true,Tan,,Adoption
true,Dog,M,false,36,Labrador Retriever,,true,Black,,Return_to_owner
true,Dog,M,false,24,Chihuahua Shorthair,,true,Tan,,Adoption
true,Cat,F,false,4,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Cat,F,false,144,Domestic Shorthair,,true,Tortie,,Adoption
true,Dog,M,false,48,Chihuahua Longhair,Pomeranian,false,Tan,White,Euthanasia
true,Dog,F,false,24,Pit Bull,,true,Black,White,Euthanasia
true,Dog,M,false,12,Pug,Chihuahua Shorthair,false,Tan,White,Transfer
true,Dog,M,true,3,Dachshund Wirehair,Rat Terrier,false,Tricolor,,Transfer
false,Cat,M,false,3,Domestic Medium Hair,,true,Black,White,Adoption
true,Dog,M,false,36,Pit Bull,,true,Blue Tiger,White,Return_to_owner
true,Cat,M,false,3,Domestic Shorthair,,true,Brown Tabby,,Adoption
false,Cat,F,false,2,Domestic Shorthair,,true,Tortie,,Adoption
true,Dog,M,false,24,Chihuahua Shorthair,,true,Tan,White,Transfer
true,Cat,F,false,2,Domestic Medium Hair,,true,Blue Tabby,,Transfer
true,Dog,M,false,36,Border Terrier,,true,Tan,,Return_to_owner
true,Dog,F,false,60,Miniature Poodle,,true,Apricot,Brown,Return_to_owner
true,Dog,F,false,72,Pit Bull,,true,Brown,White,Return_to_owner
false,Dog,M,true,10,Black,Tan Hound,false,Black,Tan,Return_to_owner
true,Dog,M,false,120,Dachshund,,true,Tan,,Transfer
true,Dog,M,false,120,Chihuahua Shorthair,,true,Black,Brown,Adoption
false,Cat,M,true,0,Domestic Longhair,,true,Black,White,Transfer
true,Cat,F,false,1,Domestic Shorthair,,true,Black,,Adoption
true,Cat,M,false,3,Domestic Shorthair,,false,Blue,,Adoption
true,Dog,M,false,12,Chihuahua Shorthair,,true,Tan,,Adoption
false,Dog,F,false,1,Boxer,,true,Red,White,Adoption
true,Dog,M,false,12,Chihuahua Shorthair,Dachshund,false,Chocolate,Tan,Return_to_owner
false,Cat,F,true,1,Domestic Shorthair,,true,Blue Tabby,White,Transfer
false,Dog,M,false,2,Beagle,,true,Brown,Tan,Adoption
true,Dog,M,false,36,Labrador Retriever,,true,Yellow,,Return_to_owner
true,Dog,F,false,48,Australian Cattle Dog,,true,White,Black,Euthanasia
true,Dog,F,false,36,Pit Bull,,true,Brown,White,Transfer
true,Dog,M,true,1,Chihuahua Shorthair,,true,Brown,White,Transfer
true,Cat,M,false,36,Domestic Shorthair,,true,Black,White,Transfer
true,Dog,F,false,2,Rottweiler,,true,Black,Tan,Adoption
true,Dog,M,false,24,Border Terrier,,true,White,Orange,Adoption
true,Dog,F,false,36,German Shepherd,,true,Brown,Black,Adoption
true,Dog,F,false,7,Australian Cattle Dog,,true,White,Red,Adoption
true,Dog,M,false,24,Beagle,Dachshund,false,White,Brown,Adoption
true,Dog,M,false,60,Boxer,Staffordshire,false,Black,White,Adoption
false,Dog,F,false,2,Labrador Retriever,,true,Black,,Transfer
false,Dog,M,false,5,Border Terrier,,true,Gray,White,Adoption
false,Dog,M,false,24,Miniature Schnauzer,,true,Gray,White,Adoption
false,Dog,M,false,48,Maltese,,true,White,,Adoption
false,Cat,F,false,4,Domestic Shorthair,,true,Black,White,Adoption
true,Cat,F,true,48,Domestic Medium Hair,,true,Torbie,,Return_to_owner
true,Dog,M,false,36,Boston Terrier,Dachshund,false,Black,White,Transfer
true,Cat,F,false,156,Domestic Shorthair,,true,Blue Tabby,,Adoption
true,Dog,F,false,24,Dachshund Wirehair,,true,Gray,White,Transfer
true,Dog,F,false,84,Australian Shepherd,,true,Tricolor,,Return_to_owner
true,Dog,F,false,84,Doberman Pinsch,,true,Black,Tan,Adoption
true,Dog,M,false,24,Australian Cattle Dog,Labrador Retriever,false,Brown,White,Return_to_owner
false,Dog,M,true,4,German Shepherd,,false,Tan,Black,Transfer
true,Dog,F,false,12,Chihuahua Shorthair,,true,Black,,Transfer
true,Dog,M,false,36,Pit Bull,,true,Red,White,Return_to_owner
false,Cat,M,true,0,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Cat,F,false,3,Domestic Shorthair,,true,Orange Tabby,White,Adoption
true,Dog,M,false,168,Bulldog,,true,Tan,White,Return_to_owner
true,Dog,M,false,2,Labrador Retriever,Great Pyrenees,false,Black,White,Adoption
true,Dog,M,false,4,Australian Cattle Dog,,true,Blue Merle,,Adoption
true,Cat,F,false,2,Domestic Shorthair,,true,Brown Tabby,,Adoption
false,Cat,F,false,,Domestic Shorthair,,true,Black,,Transfer
true,Cat,F,false,3,Domestic Longhair,,false,Blue,,Adoption
true,Cat,F,false,36,Domestic Shorthair,,true,Brown Tabby,,Transfer
false,Cat,F,true,12,Domestic Shorthair,,true,Calico,,Transfer
true,Dog,M,false,36,Chihuahua Shorthair,Toy Fox Terrier,false,Red,,Adoption
true,Dog,F,false,2,Pointer,,true,White,Tricolor,Transfer
false,Cat,M,false,1,Domestic Shorthair,,true,White,Cream,Transfer
true,Dog,M,false,72,Brittany,,true,Brown,White,Return_to_owner
true,Dog,F,true,24,American Bulldog,,true,Yellow Brindle,White,Euthanasia
false,Dog,M,true,1,Pit Bull,,true,Brown Brindle,,Transfer
false,Cat,F,true,24,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,M,false,24,Labrador Retriever,German Shepherd,false,Black,,Adoption
false,Dog,F,false,12,Chihuahua Shorthair,,true,Red,White,Adoption
false,Cat,,,12,Domestic Shorthair,,true,Black,,Transfer
true,Dog,F,false,8,Pit Bull,,true,Blue Tiger,White,Adoption
false,Dog,F,false,12,Boxer,,true,Tan,White,Adoption
true,Cat,F,false,2,Domestic Shorthair,,true,Black,,Adoption
false,Cat,F,false,2,Domestic Medium Hair,,true,Tortie,,Adoption
true,Dog,M,false,156,Rhod Ridgeback,,true,Sable,,Adoption
false,Cat,F,false,2,Domestic Shorthair,,true,Blue,,Adoption
false,Cat,F,true,1,Domestic Shorthair,,true,Blue Tabby,,Transfer
true,Cat,F,false,3,Domestic Shorthair,,true,Torbie,,Adoption
true,Cat,M,false,72,Domestic Shorthair,,true,Black,White,Return_to_owner
false,Cat,F,true,12,Domestic Shorthair,,true,Brown Tabby,White,Transfer
false,Cat,,,0,Domestic Shorthair,,true,Black,,Transfer
false,Dog,F,true,12,Pit Bull,,true,Brown Brindle,White,Transfer
true,Dog,F,false,108,Jack Russell Terrier,,false,White,Tan,Adoption
true,Dog,M,false,72,Pit Bull,,true,Fawn,,Return_to_owner
false,Dog,F,true,36,Australian Cattle Dog,,true,White,Black,Transfer
true,Cat,M,false,2,Domestic Shorthair,,true,Brown Tabby,,Adoption
false,Cat,F,true,0,Domestic Shorthair,,true,White,Black,Transfer
true,Dog,M,false,168,Rat Terrier,,true,Tricolor,,Transfer
false,Cat,F,true,0,Domestic Shorthair,,true,Black,,Transfer
true,Cat,F,false,24,Domestic Shorthair,,true,Tortie,,Adoption
true,Cat,M,false,2,Domestic Shorthair,,true,Orange Tabby,,Adoption
true,Dog,M,true,144,Miniature Schnauzer,Miniature Poodle,false,Gray,Black,Return_to_owner
true,Dog,F,true,72,Pomeranian,,false,Buff,Red,Transfer
true,Dog,M,false,12,Pharaoh Hound,,true,Brown,,Adoption
false,Dog,M,false,36,Chihuahua Shorthair,,true,White,Chocolate,Adoption
true,Cat,M,false,5,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,M,false,36,Carolina Dog,,true,Tan,Black,Adoption
true,Dog,F,false,24,Weimaraner,Labrador Retriever,false,Chocolate,White,Return_to_owner
false,Dog,,,0,Anatol Shepherd,,true,Tricolor,,Transfer
false,Cat,F,false,2,Siamese,,true,Lynx Point,,Adoption
true,Dog,M,false,36,Chihuahua Longhair,,true,Black,Tan,Return_to_owner
true,Dog,F,false,48,Pit Bull,,true,White,Black,Return_to_owner
true,Dog,M,false,36,Beagle,Pointer,false,White,Red,Adoption
false,Cat,,,0,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,M,false,60,Dachshund,,true,Red,Tan,Return_to_owner
true,Dog,M,false,12,Labrador Retriever,,true,Black,White,Adoption
true,Dog,M,false,12,Pit Bull,Labrador Retriever,false,Brown,White,Transfer
true,Cat,F,false,24,Domestic Shorthair,,true,Blue Cream,,Adoption
true,Cat,M,true,1,Domestic Shorthair,,true,Black,White,Transfer
true,Cat,,,0,Domestic Shorthair,,true,White,Black,Transfer
true,Cat,M,false,2,Domestic Shorthair,,true,Orange Tabby,White,Adoption
true,Dog,M,false,4,Labrador Retriever,,true,Black,White,Adoption
true,Cat,M,false,4,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,M,false,36,German Shepherd,,true,Black,Tan,Return_to_owner
true,Cat,M,false,24,Domestic Shorthair,,true,Black,,Transfer
true,Dog,M,false,2,Labrador Retriever,,true,Black,,Return_to_owner
true,Cat,F,true,2,Domestic Shorthair,,true,Orange Tabby,,Adoption
true,Dog,M,false,144,Chow Chow,German Shepherd,false,Brown,,Transfer
true,Cat,M,true,24,Domestic Shorthair,,true,Orange Tabby,,Euthanasia
true,Dog,F,false,84,Chihuahua Shorthair,,true,Tan,White,Adoption
true,Cat,F,false,3,Domestic Shorthair,,true,Orange Tabby,,Adoption
true,Cat,F,false,24,Domestic Shorthair,,false,Brown Tabby,,Transfer
true,Dog,F,false,24,Labrador Retriever,Beagle,false,Tan,,Adoption
false,Cat,F,true,0,Domestic Shorthair,,true,Torbie,,Transfer
true,Dog,F,false,60,Boxer,,true,Brown,White,Return_to_owner
true,Dog,M,false,12,Chihuahua Shorthair,,true,Chocolate,Tan,Adoption
false,Cat,,,0,Domestic Shorthair,,true,Black,White,Transfer
true,Cat,M,false,216,Domestic Shorthair,,false,Orange Tabby,,Adoption
true,Dog,M,false,24,Pit Bull,,true,Black,White,Transfer
true,Dog,F,false,24,Chihuahua Shorthair,,true,Brown,Black,Transfer
false,Cat,M,true,0,Domestic Shorthair,,true,Orange Tabby,,Transfer
true,Dog,F,false,72,German Shepherd,,true,Tan,,Return_to_owner
true,Dog,M,false,72,Maltese,,true,White,,Return_to_owner
false,Cat,F,false,24,Siamese,,true,Lynx Point,,Adoption
true,Dog,M,false,60,Chihuahua Shorthair,,true,Tan,White,Adoption
true,Dog,M,false,24,American Staffordshire Terrier,,true,Red,White,Transfer
false,Cat,,,36,Domestic Shorthair,,true,Orange Tabby,White,Transfer
true,Cat,F,false,2,Domestic Shorthair,,true,Blue,,Adoption
true,Dog,F,false,24,Labrador Retriever,,true,Black,White,Adoption
true,Dog,M,true,24,Pit Bull,,true,White,Blue,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair,,true,Blue Tabby,,Transfer
true,Dog,F,false,72,Pit Bull,Border Terrier,false,Black,White,Return_to_owner
false,Cat,,,12,Domestic Shorthair,,true,Black,,Transfer
true,Dog,F,true,4,Dachshund,,true,Red,,Transfer
true,Dog,F,false,5,Chihuahua Shorthair,,true,White,,Adoption
true,Dog,M,false,36,Miniature Pinscher,,true,Black,Tan,Return_to_owner
true,Dog,F,false,72,Beagle,,true,Tricolor,,Transfer
true,Dog,M,false,24,Soft Coated Wheaten Terrier,,true,White,,Adoption
false,Dog,F,true,0,Pit Bull,,true,Black,White,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair,,true,Orange Tabby,,Adoption
true,Cat,F,false,2,Domestic Shorthair,,true,Calico,,Adoption
false,Cat,M,true,0,Domestic Longhair,,true,Black,,Transfer
false,Cat,M,false,24,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Cat,M,false,36,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Cat,M,false,2,Domestic Medium Hair,,true,Black,,Adoption
true,Cat,F,false,2,Domestic Shorthair,,true,Cream Tabby,,Adoption
true,Dog,M,false,60,Dachshund,,true,Black,Tan,Adoption
true,Dog,M,false,60,Australian Cattle Dog,,true,Red Merle,,Adoption
true,Dog,M,true,1,Labrador Retriever,,true,Yellow,,Transfer
true,Dog,M,false,12,Yorkshire Terrier,,true,Black,Tan,Transfer
true,Cat,F,false,2,Domestic Shorthair,,true,Blue,White,Adoption
true,Dog,M,false,9,Labrador Retriever,,true,Tan,,Adoption
true,Dog,F,false,5,Bearded Collie,,true,Black,White,Transfer
true,Dog,M,false,60,Toy Fox Terrier,,true,Brown,White,Return_to_owner
true,Dog,M,false,12,Australian Kelpie,,true,Red,White,Adoption
true,Dog,F,false,24,Pit Bull,,true,Tan,White,Adoption
true,Dog,F,false,192,Maltese,,true,White,,Return_to_owner
true,Cat,M,false,3,Domestic Shorthair,,true,Orange Tabby,,Return_to_owner
true,Dog,M,false,36,German Shepherd,Rottweiler,false,Black,Brown,Return_to_owner
false,Dog,F,false,12,Queensland Heeler,,true,Blue Merle,Tan,Adoption
false,Cat,M,true,0,Domestic Shorthair,,true,Black,White,Transfer
true,Dog,F,true,36,Chihuahua Shorthair,,true,Tan,,Return_to_owner
false,Cat,,,3,Siamese,Domestic Shorthair,false,Seal Point,,Euthanasia
false,Cat,M,true,6,Domestic Shorthair,,true,Orange Tabby,White,Transfer
true,Dog,F,false,12,Canaan Dog,Pit Bull,false,Tan,White,Euthanasia
false,Cat,,,0,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,M,false,12,Beauceron,,true,Black,Brown,Adoption
true,Dog,F,false,96,Labrador Retriever,,true,Black,,Adoption
true,Cat,M,false,2,Domestic Shorthair,,true,Blue,,Adoption
true,Dog,M,false,120,Chihuahua Shorthair,,true,Tricolor,,Return_to_owner
true,Cat,M,false,2,Domestic Medium Hair,,true,Black,White,Adoption
true,Dog,M,false,12,Australian Cattle Dog,,true,Red Merle,White,Adoption
true,Dog,F,false,24,Miniature Poodle,,true,Gray,,Adoption
true,Dog,F,false,72,Miniature Schnauzer,,true,Gray,,Transfer
false,Cat,F,true,1,Domestic Shorthair,,true,Black,,Euthanasia
true,Cat,F,false,24,Domestic Shorthair,,true,Orange Tabby,,Transfer
true,Dog,M,false,84,Boston Terrier,,true,Brown Brindle,White,Return_to_owner
false,Cat,M,true,36,Domestic Shorthair,,true,Black,,Euthanasia
true,Dog,F,false,4,Pit Bull,,true,Blue,White,Return_to_owner
true,Dog,F,true,24,Pit Bull,,true,Brown,White,Return_to_owner
false,Dog,M,true,0,Labrador Retriever,,true,White,,Transfer
true,Dog,M,true,36,Blue Lacy,,true,Blue,White,Transfer
true,Cat,F,true,12,Domestic Shorthair,,true,Black,White,Transfer
true,Dog,M,false,48,Border Collie,Akita,false,Black,White,Return_to_owner
false,Dog,F,false,96,Pug,Chihuahua Shorthair,false,Black,,Transfer
true,Cat,M,false,48,Domestic Shorthair,,true,Brown Tabby,White,Transfer
true,Dog,M,true,24,Pit Bull,,true,Black,White,Return_to_owner
true,Dog,M,false,48,Chihuahua Shorthair,Dachshund,false,Black,Tan,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair,,true,Black,White,Adoption
true,Dog,F,false,6,Pit Bull,,true,Fawn,White,Transfer
true,Dog,M,false,12,Yorkshire Terrier,,true,Tan,Black,Adoption
true,Dog,M,false,2,Black Mouth Cur,Catahoula,false,Fawn,Black,Adoption
false,Cat,,,4,Domestic Shorthair,,true,White,Black,Euthanasia
true,Dog,F,false,24,Boston Terrier,,true,Brown Brindle,White,Return_to_owner
false,Cat,F,true,0,Domestic Shorthair,,true,Black,,Transfer
true,Dog,M,false,5,Labrador Retriever,,true,Black,White,Adoption
false,Dog,M,false,8,Labrador Retriever,,true,Brown,,Adoption
true,Dog,M,false,36,Rottweiler,,true,Black,Brown,Euthanasia
true,Dog,M,true,12,Jack Russell Terrier,,true,White,Brown,Return_to_owner
true,Cat,M,true,2,Domestic Longhair,,true,Brown Tabby,White,Adoption
false,Dog,F,false,36,Boxer,,false,Red,Black,Transfer
true,Dog,M,false,24,Border Terrier,,true,White,Brown,Transfer
false,Cat,M,true,36,Domestic Shorthair,,true,Brown Tabby,White,Transfer
false,Dog,M,false,60,German Shepherd,,true,Brown,Black,Euthanasia
true,Dog,F,false,72,Chihuahua Shorthair,,false,Tan,,Adoption
false,Cat,M,true,0,Domestic Shorthair,,false,Gray Tabby,,Transfer
false,Dog,F,true,1,Chihuahua Longhair,,true,Brown,,Euthanasia
true,Dog,F,false,10,Irish Terrier,Labrador Retriever,false,Brown,White,Adoption
true,Dog,M,false,4,Pit Bull,,true,White,Tan,Adoption
true,Dog,F,false,108,German Shepherd,,true,Red,White,Return_to_owner
false,Dog,M,false,24,Queensland Heeler,,true,Brown,,Adoption
true,Dog,M,false,60,Pit Bull,,true,Tan,Brown Brindle,Euthanasia
true,Dog,F,false,12,Pointer,,true,White,Black,Adoption
false,Cat,M,false,1,Domestic Shorthair,,true,Orange Tabby,White,Adoption
true,Dog,M,false,24,Miniature Pinscher,,false,Blue,Tan,Transfer
true,Dog,F,false,84,Labrador Retriever,,true,Sable,,Adoption
true,Cat,M,false,2,Domestic Shorthair,,true,Black,,Adoption
false,Dog,M,true,24,Shih Tzu,,false,White,Brown Brindle,Transfer
false,Dog,F,false,4,Australian Shepherd,,true,Black,White,Adoption
true,Dog,M,false,24,Catahoula,Chinese Sharpei,false,White,Brown,Adoption
false,Dog,F,false,12,Whippet,Jack Russell Terrier,false,White,Brown,Adoption
true,Dog,M,false,9,Labrador Retriever,Australian Kelpie,false,Tan,,Return_to_owner
false,Cat,F,true,12,Domestic Shorthair,,true,Torbie,,Transfer
true,Dog,M,true,60,Pekingese,,false,Red,White,Transfer
false,Cat,M,false,180,Domestic Medium Hair,,true,Blue,,Euthanasia
true,Dog,F,false,24,Catahoula,,true,Blue Merle,White,Return_to_owner
false,Cat,F,true,0,Domestic Medium Hair,,true,Torbie,,Transfer
true,Dog,F,false,96,Jack Russell Terrier,,false,White,Brown,Return_to_owner
true,Cat,M,false,2,Domestic Longhair,,true,Black Smoke,,Adoption
true,Dog,M,false,24,Bullmastiff,,true,Black,White,Adoption
false,Cat,,,0,Domestic Shorthair,,true,Tortie,,Transfer
true,Dog,M,false,4,Labrador Retriever,,true,Black,,Adoption
false,Cat,F,false,1,Domestic Shorthair,,true,Tortie,,Adoption
false,Cat,M,false,3,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,M,false,72,German Shepherd,Cardigan Welsh Corgi,false,Sable,,Return_to_owner
true,Cat,M,false,3,Domestic Shorthair,,true,Brown Tabby,,Adoption
false,Cat,M,true,8,Domestic Shorthair,,true,Black,,Transfer
false,Dog,F,true,3,Pit Bull,Pit Bull,false,Red,,Died
false,Dog,M,false,24,German Shepherd,,false,Brown,Red,Adoption
false,Cat,F,true,0,Domestic Medium Hair,,true,Tortie,,Transfer
false,Cat,F,true,2,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,M,false,120,Jack Russell Terrier,,true,White,Brown,Return_to_owner
false,Cat,F,true,12,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Cat,M,false,3,Domestic Shorthair,,true,Orange Tabby,White,Adoption
false,Dog,F,true,1,Labrador Retriever,,true,Black,,Transfer
true,Cat,F,false,1,Domestic Shorthair,,true,Tortie,,Adoption
true,Dog,F,false,12,German Shepherd,,true,Black,,Adoption
true,Dog,M,false,60,Dachshund,,true,Red,,Return_to_owner
false,Dog,M,false,24,Dachshund,,true,Blue Merle,,Transfer
true,Dog,M,false,204,Boston Terrier,,false,Black,White,Return_to_owner
true,Dog,F,false,8,Boxer,American Staffordshire Terrier,false,Brown Brindle,White,Return_to_owner
true,Dog,M,false,12,German Shepherd,,true,Black,Tan,Adoption
true,Dog,F,false,48,Pug,,false,Black,,Return_to_owner
true,Cat,M,false,3,Domestic Shorthair,,true,Black,White,Adoption
false,Dog,M,false,2,German Shepherd,,true,Black,Tan,Adoption
true,Dog,F,true,84,Pit Bull,,true,Black,White,Return_to_owner
false,Cat,F,true,11,Domestic Shorthair,,true,Calico,,Transfer
false,Cat,F,false,2,Siamese,,true,Lynx Point,,Adoption
true,Dog,M,false,36,Pit Bull,,true,Brown Brindle,White,Euthanasia
true,Cat,F,false,3,Domestic Medium Hair,,true,Brown Tabby,,Adoption
false,Dog,M,true,1,Rottweiler,,true,Black,White,Transfer
true,Cat,M,false,2,Javanese,,true,Flame Point,,Adoption
true,Dog,M,true,6,Border Collie,,true,Black,White,Transfer
true,Dog,M,false,36,Lhasa Apso,Miniature Poodle,false,Black,,Adoption
false,Cat,F,true,12,Domestic Shorthair,,true,Calico,,Transfer
true,Cat,M,false,60,Domestic Shorthair,,true,Black,,Transfer
true,Cat,M,false,3,Snowshoe,,true,Seal Point,,Adoption
true,Cat,M,false,48,Domestic Shorthair,,true,Black,White,Adoption
false,Cat,M,true,12,Domestic Shorthair,,true,Black,,Euthanasia
true,Cat,M,false,4,Domestic Shorthair,,true,Brown Tabby,,Transfer
false,Dog,M,false,2,Cocker Spaniel,Labrador Retriever,false,Brown,White,Adoption
true,Dog,F,false,24,Cocker Spaniel,,true,Red,,Transfer
true,Dog,F,false,2,Carolina Dog,,true,Tan,,Adoption
true,Dog,F,false,60,Chihuahua Shorthair,Dachshund,false,Red,White,Adoption
false,Cat,F,false,2,Domestic Shorthair,,true,Blue Tabby,,Adoption
true,Cat,F,false,5,Domestic Medium Hair,,true,Black,White,Transfer
true,Dog,M,false,84,Parson Russell Terrier,,false,White,Brown,Return_to_owner
true,Cat,M,false,96,Domestic Shorthair,,true,Orange Tabby,,Adoption
false,Cat,F,true,4,Domestic Shorthair,,true,Black,,Transfer
true,Dog,M,false,24,Labrador Retriever,Great Pyrenees,false,Yellow,,Adoption
true,Dog,F,false,36,Pit Bull,,true,Black,White,Euthanasia
false,Dog,F,false,3,Pit Bull,,true,Blue,White,Adoption
true,Cat,F,true,10,Ragdoll,,true,Lynx Point,,Transfer
true,Cat,M,false,12,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,M,false,60,Australian Shepherd,,true,Tricolor,,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair,,true,Black,,Adoption
false,Dog,M,true,5,Wire Hair Fox Terrier,,true,White,Tan,Adoption
true,Cat,F,false,2,Domestic Shorthair,,true,Tortie,,Adoption
true,Dog,F,false,9,Treeing Tennesse Brindle,,false,Brown Brindle,White,Adoption
true,Dog,M,false,60,Rat Terrier,,true,White,Black,Transfer
false,Cat,F,true,0,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,M,false,2,Labrador Retriever,,true,Black,White,Adoption
true,Dog,F,true,120,Australian Cattle Dog,,true,Brown,,Return_to_owner
true,Cat,M,false,24,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,F,false,24,Rat Terrier,,true,White,Tan,Adoption
false,Cat,M,true,1,Domestic Shorthair,,true,Black,White,Euthanasia
true,Cat,M,false,12,Domestic Shorthair,,true,Orange Tabby,White,Transfer
false,Dog,F,false,60,Dachshund,,false,Red,,Transfer
true,Dog,M,false,24,Catahoula,,true,Blue Merle,Brown,Return_to_owner
true,Cat,M,false,24,Domestic Shorthair,,true,Orange Tabby,,Adoption
false,Cat,F,true,0,Domestic Shorthair,,true,Brown Tabby,,Transfer
true,Dog,F,false,24,English Bulldog,,false,White,Brown Brindle,Return_to_owner
true,Cat,M,false,48,Siamese,,true,Flame Point,,Return_to_owner
true,Cat,F,true,12,Domestic Shorthair,,true,Calico,,Transfer
true,Dog,F,false,72,Boxer,,true,Brown Brindle,White,Transfer
true,Dog,M,false,4,Whippet,,true,White,Tan,Adoption
false,Dog,F,false,4,American Bulldog,,true,Brown,White,Adoption
false,Dog,F,false,24,Rat Terrier,,true,Tricolor,,Adoption
false,Dog,F,false,2,Chihuahua Shorthair,,true,Chocolate,Tan,Adoption
true,Dog,M,false,2,Golden Retriever,,true,Gold,,Adoption
true,Cat,M,false,3,Domestic Shorthair,,true,Black,White,Adoption
true,Cat,F,false,2,Domestic Longhair,,true,Torbie,,Adoption
true,Dog,M,true,48,Pit Bull,,true,White,Chocolate,Return_to_owner
true,Dog,M,false,24,Chihuahua Shorthair,,true,Tricolor,,Transfer
false,Dog,F,true,108,Shetland Sheepdog,,true,Brown,,Euthanasia
true,Dog,M,false,12,Dachshund Wirehair,Miniature Schnauzer,false,Black,Silver,Adoption
true,Dog,M,false,24,Chihuahua Shorthair,,true,Brown,,Adoption
true,Cat,F,false,84,Domestic Shorthair,,true,Calico,Brown Tabby,Transfer
true,Dog,M,false,12,Australian Cattle Dog,,true,Red Tick,,Return_to_owner
true,Dog,M,false,1,Labrador Retriever,Boxer,false,Black,White,Adoption
true,Cat,F,true,12,Domestic Shorthair,,true,Brown Tabby,White,Transfer
true,Dog,F,true,1,Chihuahua Shorthair,,true,Tan,,Transfer
true,Dog,M,false,24,Cardigan Welsh Corgi,,true,Red,White,Return_to_owner
true,Dog,M,true,12,Border Collie,Labrador Retriever,false,Black,White,Transfer
true,Dog,M,false,1,Miniature Pinscher,Chihuahua Shorthair,false,Tan,Brown,Adoption
false,Dog,M,false,1,Dachshund,,true,Black,Tan,Adoption
true,Dog,M,false,36,Dachshund Longhair,,false,Black,Tan,Return_to_owner
true,Dog,F,false,24,Chihuahua Shorthair,,true,Black,White,Adoption
true,Cat,M,false,2,Domestic Shorthair,,true,Brown Tabby,,Adoption
true,Dog,F,false,6,Vizsla,Golden Retriever,false,Red,Black,Adoption
true,Dog,M,false,12,Anatol Shepherd,,true,Tan,Black,Adoption
true,Dog,F,false,48,Labrador Retriever,,true,Chocolate,,Return_to_owner
true,Dog,M,true,36,Pug,,false,Fawn,,Transfer
false,Cat,M,true,4,Domestic Shorthair,,true,Blue,,Transfer
false,Dog,M,false,144,Pomeranian,,false,Red,Tan,Transfer
true,Dog,M,true,3,Redbone Hound,,true,Tan,White,Euthanasia
true,Cat,F,false,2,Domestic Shorthair,,true,Calico,,Adoption
