hasName,animalType,sex,isIntact,monthsOld,breed1,breed2,color1,color2,outcome
false,Dog,M,false,2,Weimaraner,Pit Bull,Fawn,White,Adoption
false,Cat,M,true,,Domestic Shorthair Mix,,Blue Tabby,White,Transfer
true,Dog,M,false,168,Pekingese Mix,,White,,Return_to_owner
true,Cat,M,false,36,Domestic Shorthair Mix,,Blue Tabby,White,Adoption
true,Dog,M,true,7,Rottweiler,,Black,Brown,Return_to_owner
false,Cat,M,true,48,Domestic Medium Hair Mix,,Orange Tabby,,Euthanasia
true,Cat,F,false,60,Domestic Shorthair Mix,,Calico Point,,Adoption
false,Cat,M,true,0,Domestic Shorthair Mix,,Black,,Transfer
true,Cat,F,false,3,Domestic Shorthair Mix,,Torbie,White,Adoption
false,Cat,M,true,0,Domestic Shorthair Mix,,Orange Tabby,White,Transfer
true,Cat,M,false,24,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Cat,F,true,3,Domestic Shorthair Mix,,Calico,,Euthanasia
false,Cat,F,true,24,Domestic Shorthair Mix,,Cream Tabby,White,Transfer
true,Cat,M,false,36,Domestic Medium Hair Mix,,Orange Tabby,White,Adoption
true,Dog,M,false,24,Basset Hound,English Pointer,Chocolate,White,Return_to_owner
false,Dog,F,true,7,Labrador Retriever Mix,,Tan,White,Euthanasia
true,Dog,F,false,6,Vizsla,Golden Retriever,Red,White,Adoption
true,Cat,F,false,144,Domestic Longhair Mix,,White,,Transfer
true,Dog,M,true,2,Pit Bull Mix,,Brown,White,Return_to_owner
true,Cat,F,false,2,Domestic Shorthair Mix,,Calico,,Adoption
false,Cat,M,false,3,Domestic Shorthair Mix,,White,Brown Tabby,Adoption
false,Dog,M,false,4,Labrador Retriever Mix,,Red,White,Adoption
false,Cat,M,true,0,Domestic Shorthair Mix,,Black,White,Died
false,Cat,F,true,1,Domestic Shorthair Mix,,Blue,White,Transfer
true,Cat,F,false,3,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,F,false,1,Labrador Retriever Mix,,Black,White,Adoption
true,Dog,F,true,60,Chihuahua Shorthair Mix,,Black,White,Return_to_owner
true,Cat,F,false,12,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
true,Dog,M,false,84,Labrador Retriever Mix,,Red,,Transfer
true,Cat,M,false,6,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,M,false,2,Labrador Retriever,Pit Bull,Black,White,Adoption
true,Dog,F,false,12,Staffordshire Mix,,White,Tan,Adoption
false,Cat,M,true,7,Domestic Shorthair Mix,,Black,,Transfer
true,Dog,M,true,24,Chinese Sharpei,,Brown,,Return_to_owner
true,Dog,M,false,12,Border Collie,,Black,Tan,Return_to_owner
true,Dog,M,false,12,Chihuahua Shorthair Mix,,White,Black,Adoption
false,Cat,F,false,2,Domestic Shorthair Mix,,Tortie,,Adoption
true,Dog,F,false,2,Dachshund Longhair Mix,,Tan,,Adoption
true,Cat,F,false,60,Domestic Shorthair Mix,,Calico,,Adoption
true,Dog,F,false,5,Great Pyrenees Mix,,White,,Transfer
true,Dog,F,false,12,Beagle,Dachshund,White,Brown,Adoption
true,Dog,M,false,12,Chinese Sharpei Mix,,Tan,White,Transfer
true,Cat,F,false,12,Domestic Shorthair Mix,,White,White,Euthanasia
true,Dog,M,true,2,Australian Shepherd Mix,,Red,Black,Transfer
true,Dog,F,false,36,Yorkshire Terrier Mix,,Tan,Black,Return_to_owner
false,Cat,F,true,0,Domestic Shorthair Mix,,Brown,Black Tabby,Transfer
true,Dog,M,false,156,Yorkshire Terrier Mix,,Tricolor,,Return_to_owner
false,Cat,M,true,24,Domestic Medium Hair Mix,,Black,White,Euthanasia
true,Dog,M,false,24,American Bulldog,Labrador Retriever,White,Brown,Adoption
true,Dog,F,false,144,Chihuahua Shorthair Mix,,Black,,Adoption
false,Dog,M,true,2,Labrador Retriever Mix,,Cream,,Transfer
true,Dog,M,false,3,Labrador Retriever Mix,,Yellow,,Return_to_owner
true,Cat,M,false,2,Domestic Medium Hair Mix,,White,Blue,Adoption
false,Dog,M,false,72,Chesa Bay Retr Mix,,Chocolate,,Return_to_owner
false,Cat,F,true,0,Domestic Shorthair Mix,,Torbie,,Transfer
false,Dog,F,false,6,Labrador Retriever,Border Collie,Black,White,Adoption
false,Cat,F,true,2,Domestic Longhair Mix,,Orange Tabby,,Transfer
true,Dog,F,false,8,Anatol Shepherd,Redbone Hound,Red,Black,Transfer
true,Dog,M,false,12,German Shepherd Mix,,White,,Adoption
true,Dog,F,false,24,Chihuahua Shorthair,Dachshund,White,Tan,Return_to_owner
true,Cat,M,false,2,Domestic Medium Hair Mix,,Orange Tabby,,Adoption
true,Dog,M,false,10,Labrador Retriever Mix,,Black,,Adoption
true,Dog,F,false,36,Dachshund Mix,,Red,,Return_to_owner
true,Dog,M,false,24,Pembroke Welsh Corgi,,Sable,White,Adoption
true,Dog,M,false,12,Chihuahua Shorthair Mix,,White,Tan,Adoption
true,Dog,M,false,10,Whippet Mix,,White,Brown Merle,Transfer
true,Dog,,,6,Boxer Mix,,Black,,Transfer
false,Cat,F,true,0,Domestic Shorthair Mix,,Tortie,,Transfer
true,Cat,M,false,144,Domestic Longhair Mix,,Blue Tabby,White,Euthanasia
false,Cat,F,true,2,Domestic Shorthair Mix,,Torbie,,Euthanasia
false,Cat,F,true,1,Siamese Mix,,Lynx Point,,Transfer
true,Cat,M,false,96,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,F,false,48,Labrador Retriever Mix,,Black,White,Return_to_owner
false,Cat,F,true,7,Domestic Shorthair Mix,,Calico,,Transfer
true,Dog,M,false,24,Yorkshire Terrier Mix,,Tan,,Adoption
true,Dog,M,false,4,Catahoula Mix,,Tan,White,Adoption
true,Cat,M,false,2,Domestic Longhair Mix,,Black,White,Adoption
false,Cat,,,0,Domestic Shorthair Mix,,Orange Tabby,,Transfer
true,Cat,M,false,24,Domestic Shorthair Mix,,Orange Tabby,White,Adoption
true,Dog,F,false,2,Manchester Terrier,Dachshund,Tricolor,,Adoption
true,Dog,M,false,72,Pit Bull,,White,Tan,Adoption
true,Dog,F,false,60,American Pit Bull Terrier,,Brown,,Euthanasia
true,Dog,M,false,24,Australian Cattle Dog Mix,,Blue Merle,,Adoption
false,Cat,M,true,12,Domestic Shorthair Mix,,White,Black,Transfer
true,Dog,M,false,4,Border Collie,Queensland Heeler,Black,White,Transfer
true,Dog,F,false,24,Jack Russell Terrier,Pointer,White,Brown,Adoption
true,Dog,M,false,12,Chihuahua Shorthair Mix,,Red,White,Adoption
true,Dog,F,true,48,Pit Bull Mix,,Black,White,Return_to_owner
false,Cat,F,true,0,Domestic Shorthair Mix,,Orange Tabby,White,Transfer
true,Cat,F,false,3,Domestic Shorthair Mix,,Tortie,,Transfer
true,Dog,F,false,12,Chihuahua Longhair Mix,,Brown,,Adoption
true,Dog,F,false,9,Border Collie Mix,,Tricolor,,Return_to_owner
false,Cat,,,24,Domestic Medium Hair Mix,,Brown Tabby,White,Transfer
false,Dog,F,false,1,German Shepherd Mix,,Black,Brown,Transfer
true,Dog,M,false,132,Catahoula Mix,,Blue Merle,,Adoption
true,Cat,M,false,11,Domestic Shorthair,,Blue,,Adoption
false,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,F,false,72,Australian Cattle Dog,Beagle,Blue Tick,Black,Adoption
true,Cat,M,false,24,Himalayan Mix,,Seal Point,,Transfer
false,Cat,M,true,12,Domestic Shorthair Mix,,Cream Tabby,,Transfer
true,Cat,F,false,4,Domestic Shorthair Mix,,Torbie,,Adoption
true,Dog,F,false,36,Pit Bull Mix,,Brown Brindle,White,Return_to_owner
false,Dog,F,true,24,Australian Cattle Dog Mix,,Red Tick,,Transfer
true,Cat,M,false,3,Domestic Shorthair Mix,,Blue Tabby,,Adoption
false,Cat,F,false,3,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,M,false,24,Pit Bull Mix,,Brown,,Adoption
true,Dog,M,true,24,Lhasa Apso Mix,,Gray,White,Transfer
true,Dog,F,false,24,Pit Bull Mix,,Blue,White,Adoption
true,Dog,F,false,24,Beagle Mix,,White,Red,Return_to_owner
false,Cat,,,6,Domestic Shorthair Mix,,Black,,Transfer
true,Dog,F,false,10,Pit Bull Mix,,Blue,,Adoption
true,Dog,M,false,36,Chihuahua Shorthair,Dachshund,Brown,White,Transfer
true,Dog,M,false,36,Australian Cattle Dog,,Black,Tan,Euthanasia
true,Cat,M,true,2,Domestic Shorthair Mix,,White,,Transfer
true,Dog,M,false,24,Great Pyrenees Mix,,White,Buff,Return_to_owner
false,Cat,M,true,12,Domestic Shorthair Mix,,Black Smoke,,Transfer
false,Cat,M,false,2,Domestic Shorthair Mix,,White,Blue,Adoption
true,Dog,F,false,12,Golden Retriever Mix,,Red,,Return_to_owner
true,Cat,F,false,12,Domestic Shorthair Mix,,Black,,Adoption
true,Cat,M,true,1,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
true,Dog,M,false,2,Doberman Pinsch Mix,,Chocolate,Tan,Adoption
true,Cat,M,false,96,Domestic Shorthair Mix,,Black,,Adoption
false,Cat,M,false,12,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
true,Dog,F,false,24,Chihuahua Shorthair Mix,,Tricolor,,Transfer
true,Dog,M,true,72,German Shepherd,Chow Chow,Brown,Black,Euthanasia
true,Dog,M,true,12,Pit Bull Mix,,Black,White,Transfer
true,Dog,F,false,24,Labrador Retriever Mix,,Black,Brown,Return_to_owner
true,Dog,F,false,24,Chihuahua Shorthair Mix,,White,Buff,Return_to_owner
true,Dog,M,false,24,Australian Cattle Dog,Chow Chow,White,Tan,Return_to_owner
true,Cat,M,true,1,Domestic Shorthair Mix,,Brown Tabby,,Transfer
false,Dog,M,false,2,American Bulldog Mix,,White,,Transfer
true,Cat,F,false,96,Domestic Shorthair Mix,,Black,White,Transfer
true,Dog,M,false,11,Dogo Argentino Mix,,White,,Transfer
true,Dog,F,false,48,Pit Bull Mix,,Tan,White,Return_to_owner
false,Cat,M,true,24,Domestic Shorthair Mix,,Blue,White,Transfer
true,Dog,F,false,24,Basset Hound Mix,,White,Black,Adoption
false,Dog,F,true,1,Chihuahua Shorthair Mix,,White,,Transfer
true,Cat,M,false,4,Domestic Shorthair Mix,,Brown Tabby,,Adoption
false,Cat,M,true,5,Domestic Shorthair Mix,,Black,,Transfer
false,Cat,F,true,12,Domestic Shorthair Mix,,Black,White,Euthanasia
true,Dog,F,false,12,Boxer,Redbone Hound,Brown,Red,Adoption
false,Cat,M,false,24,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Cat,F,false,156,Domestic Shorthair Mix,,Torbie,,Return_to_owner
true,Dog,M,false,12,Dachshund Mix,,Black,Tan,Transfer
true,Dog,M,false,24,German Shepherd Mix,,Black,Brown,Adoption
true,Dog,F,false,5,Labrador Retriever Mix,,Black,White,Transfer
true,Dog,M,false,2,Pit Bull Mix,,White,Tan,Adoption
true,Dog,M,false,2,German Shepherd Mix,,Brown,Black,Adoption
true,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
true,Dog,M,false,12,Labrador Retriever,Plott Hound,Brown Brindle,,Adoption
true,Cat,F,false,7,Domestic Shorthair Mix,,Calico,,Transfer
false,Cat,M,true,2,Domestic Shorthair Mix,,Brown Tabby,,Died
true,Dog,M,false,24,Labrador Retriever Mix,,White,Tan,Adoption
true,Cat,M,false,3,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
true,Dog,F,false,12,Chihuahua Longhair Mix,,Brown,Black,Adoption
true,Dog,F,false,12,Belgian Malinois Mix,,Brown,White,Adoption
false,Cat,M,false,12,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,F,true,72,English Bulldog,,White,Brown Brindle,Adoption
true,Cat,F,false,36,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,M,false,12,Jack Russell Terrier Mix,,Brown,White,Adoption
true,Cat,M,false,3,Domestic Shorthair Mix,,Black,,Transfer
true,Dog,M,false,108,Collie Rough Mix,,Brown,,Return_to_owner
true,Cat,F,false,2,Domestic Shorthair Mix,,Torbie,,Adoption
true,Dog,M,false,24,Havanese Mix,,Brown,Buff,Adoption
true,Dog,F,false,24,Pit Bull Mix,,Red,,Return_to_owner
true,Cat,M,false,156,Siamese Mix,,Lilac Point,,Adoption
true,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Cat,F,true,0,Snowshoe Mix,,Seal Point,,Transfer
true,Dog,M,false,60,Chihuahua Shorthair Mix,,Brown,,Return_to_owner
true,Dog,M,false,12,Labrador Retriever Mix,,Black,,Adoption
true,Dog,M,false,48,Rottweiler Mix,,Chocolate,Tan,Euthanasia
true,Dog,M,false,9,Labrador Retriever,Pit Bull,Black,White,Transfer
true,Dog,F,false,12,Chihuahua Shorthair Mix,,White,Brown,Adoption
true,Dog,F,false,24,Miniature Poodle Mix,,White,,Adoption
true,Dog,M,true,4,Pit Bull Mix,,Chocolate,White,Return_to_owner
true,Dog,M,false,36,Plott Hound Mix,,Brown,,Adoption
false,Cat,F,false,1,Domestic Shorthair Mix,,Black,White,Adoption
false,Cat,M,false,36,Domestic Shorthair Mix,,Blue,,Euthanasia
true,Dog,F,false,36,Pit Bull,Chinese Sharpei,White,Black,Return_to_owner
false,Cat,F,false,2,Domestic Shorthair Mix,,Torbie,White,Adoption
false,Cat,F,true,12,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
false,Cat,M,true,2,Domestic Shorthair Mix,,Blue Tabby,White,Transfer
true,Dog,M,true,96,Chow Chow,Labrador Retriever,Red,,Return_to_owner
true,Dog,M,false,72,Basset Hound,,Tricolor,,Transfer
false,Cat,M,true,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,M,false,24,Pit Bull Mix,,Brown,White,Return_to_owner
true,Dog,F,false,84,Pit Bull Mix,,Black Brindle,White,Return_to_owner
true,Dog,M,true,48,Blue Lacy Mix,,Blue,White,Return_to_owner
true,Dog,F,false,12,Chihuahua Shorthair,Boston Terrier,Black,White,Adoption
true,Dog,F,false,6,Chihuahua Shorthair Mix,,Black,White,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,,Adoption
false,Cat,F,false,3,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
true,Dog,M,true,12,Miniature Schnauzer Mix,,Brown,Black,Transfer
true,Dog,F,false,72,Chihuahua Shorthair Mix,,Buff,White,Transfer
false,Dog,F,true,3,Labrador Retriever Mix,,Yellow,,Transfer
true,Dog,M,false,12,Cairn Terrier Mix,,Black,White,Adoption
false,Cat,M,true,0,Domestic Shorthair Mix,,Orange Tabby,,Transfer
true,Dog,F,false,24,Border Collie,Labrador Retriever,Chocolate,,Adoption
false,Dog,M,false,12,Chihuahua Shorthair Mix,,Brown,,Transfer
false,Cat,F,false,3,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Dog,F,false,36,Labrador Retriever Mix,,Red,,Transfer
true,Cat,F,true,2,Domestic Shorthair Mix,,Black,,Euthanasia
false,Cat,F,true,3,Domestic Shorthair Mix,,Blue,,Transfer
true,Cat,M,false,5,Domestic Shorthair Mix,,Black,,Adoption
true,Cat,M,false,3,Domestic Shorthair Mix,,Brown Tabby,,Adoption
true,Cat,M,false,2,Domestic Medium Hair Mix,,Black Tabby,White,Adoption
true,Cat,M,false,24,Domestic Shorthair Mix,,Orange Tabby,White,Adoption
true,Dog,M,false,12,Australian Shepherd Mix,,Brown,,Adoption
true,Dog,F,true,6,German Shepherd,,Brown,Black,Transfer
false,Cat,M,false,3,Snowshoe Mix,,Lynx Point,,Adoption
true,Dog,M,false,36,Chihuahua Shorthair Mix,,Black,White,Return_to_owner
true,Cat,F,false,3,Siamese Mix,,Lynx Point,,Adoption
true,Dog,F,false,24,Dutch Shepherd Mix,,Brown Brindle,,Return_to_owner
true,Dog,F,false,48,Boxer Mix,,Fawn,White,Return_to_owner
false,Dog,M,false,4,Cairn Terrier Mix,,Brown,,Adoption
true,Cat,F,false,4,Domestic Shorthair Mix,,Torbie,,Adoption
true,Cat,M,false,2,Domestic Shorthair Mix,,Orange Tabby,,Adoption
true,Dog,M,false,7,Siberian Husky,German Shepherd,Sable,,Return_to_owner
true,Dog,M,true,24,Pit Bull Mix,,Blue,White,Transfer
true,Dog,F,false,7,Boxer Mix,,White,Black,Adoption
false,Cat,M,true,1,Domestic Medium Hair Mix,,Brown Tabby,White,Died
true,Dog,F,false,108,Labrador Retriever Mix,,Yellow,White,Transfer
true,Cat,F,false,2,Domestic Shorthair Mix,,Orange Tabby,White,Adoption
true,Cat,F,false,2,Siamese Mix,,Tortie Point,,Adoption
true,Dog,M,true,12,Rottweiler Mix,,Black,Tan,Return_to_owner
false,Cat,M,true,0,Domestic Shorthair Mix,,Black,White,Transfer
true,Dog,F,false,10,German Shepherd,Border Collie,Black,White,Adoption
true,Dog,M,false,48,Pit Bull Mix,,Yellow Brindle,Tan,Return_to_owner
true,Dog,F,false,24,Chihuahua Shorthair Mix,,Brown,Tan,Adoption
false,Cat,M,true,12,Domestic Shorthair Mix,,Orange Tabby,,Transfer
false,Cat,,,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,M,false,12,Labrador Retriever,Pit Bull,Chocolate,White,Return_to_owner
false,Dog,M,false,12,Miniature Poodle Mix,,White,,Adoption
true,Dog,F,false,48,Labrador Retriever,Pointer,Black,White,Adoption
true,Dog,M,false,72,Chihuahua Shorthair Mix,,Tricolor,,Transfer
false,Dog,M,false,11,Australian Cattle Dog,Rat Terrier,Blue Tick,Tan,Adoption
true,Dog,F,false,24,Labrador Retriever,,White,Tan,Adoption
true,Dog,F,false,24,Miniature Pinscher Mix,,Chocolate,Brown,Return_to_owner
true,Dog,M,false,12,Labrador Retriever Mix,,White,,Return_to_owner
true,Dog,M,false,24,Basset Hound,Labrador Retriever,Brown,White,Return_to_owner
true,Dog,M,false,9,Chihuahua Shorthair,Miniature Pinscher,Brown,,Return_to_owner
true,Cat,M,false,4,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Dog,F,false,72,Dachshund Mix,,Red,,Transfer
true,Dog,F,false,36,Rat Terrier Mix,,White,Brown,Adoption
true,Dog,F,false,36,Bruss Griffon Mix,,White,Brown,Adoption
false,Cat,F,true,0,Domestic Shorthair Mix,,Blue Tabby,,Transfer
true,Cat,M,false,60,Domestic Shorthair Mix,,White,,Return_to_owner
true,Dog,F,false,1,German Shepherd Mix,,Tricolor,White,Transfer
true,Cat,F,false,6,Domestic Longhair Mix,,Black Smoke,,Adoption
false,Cat,,,4,Domestic Shorthair Mix,,Orange Tabby,,Transfer
false,Dog,M,false,12,Bruss Griffon,,Tan,,Transfer
false,Dog,F,false,60,Chihuahua Shorthair,Cairn Terrier,Brown,White,Adoption
true,Cat,F,true,1,Domestic Shorthair Mix,,Tortie,White,Adoption
false,Dog,M,true,6,Pit Bull,Labrador Retriever,Black,White,Euthanasia
true,Dog,M,false,2,Boxer Mix,,Brown Brindle,White,Adoption
true,Cat,M,false,6,Domestic Shorthair Mix,,Orange Tabby,White,Adoption
true,Dog,M,false,11,Labrador Retriever,Border Collie,Chocolate,White,Transfer
false,Dog,M,true,0,Labrador Retriever Mix,,White,,Transfer
true,Dog,M,false,12,Basset Hound Mix,,Tricolor,,Return_to_owner
false,Cat,F,true,4,Domestic Shorthair Mix,,Black,White,Transfer
true,Dog,F,true,2,Australian Cattle Dog Mix,,Red Tick,Brown Merle,Adoption
true,Dog,F,true,24,Doberman Pinsch Mix,,Blue,Tan,Transfer
true,Dog,M,false,48,Chihuahua Shorthair Mix,,Buff,,Transfer
false,Cat,,,0,Domestic Shorthair Mix,,Orange,White,Transfer
false,Cat,F,true,4,Domestic Shorthair Mix,,Blue Cream,,Died
false,Dog,F,false,12,Labrador Retriever Mix,,Yellow,,Transfer
false,Cat,,,0,Domestic Shorthair Mix,,Calico,,Transfer
false,Cat,F,true,12,Domestic Medium Hair Mix,,Tortie,,Euthanasia
false,Cat,M,true,3,Domestic Shorthair Mix,,Brown Tabby,,Died
false,Dog,F,false,24,Labrador Retriever Mix,,Buff,,Transfer
true,Dog,F,false,60,Cocker Spaniel Mix,,Tan,White,Adoption
true,Cat,M,true,3,Domestic Shorthair Mix,,Orange Tabby,White,Euthanasia
true,Dog,F,false,2,Boxer Mix,,Black Brindle,,Adoption
true,Cat,F,false,12,Domestic Shorthair Mix,,Tortie,,Transfer
false,Cat,M,true,1,Domestic Shorthair Mix,,White,Brown Tabby,Transfer
true,Cat,F,true,1,Domestic Shorthair Mix,,Calico,White,Adoption
false,Dog,F,true,0,Pit Bull Mix,,White,Chocolate,Transfer
true,Dog,F,false,156,Miniature Poodle Mix,,White,,Return_to_owner
true,Dog,M,false,36,Chihuahua Shorthair Mix,,Black,White,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Cat,,,12,Domestic Shorthair Mix,,White,,Died
true,Dog,M,false,12,Basset Hound,Pit Bull,White,Brown,Return_to_owner
true,Dog,F,false,72,Chihuahua Shorthair Mix,,Red,,Return_to_owner
true,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
false,Cat,F,false,12,Russian Blue Mix,,Blue,,Transfer
false,Dog,F,false,5,Labrador Retriever,Pit Bull,Black,White,Adoption
true,Dog,F,false,12,Chihuahua Shorthair Mix,,White,Yellow,Transfer
false,Cat,F,true,12,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Cat,F,false,3,Domestic Shorthair Mix,,Brown Tabby,,Adoption
false,Dog,F,true,1,Plott Hound Mix,,Black,Brown Brindle,Transfer
false,Dog,M,true,0,Pit Bull Mix,,White,Blue,Transfer
true,Dog,F,false,2,Border Terrier Mix,,Tan,White,Adoption
false,Cat,,,10,Domestic Shorthair Mix,,Black,,Transfer
true,Cat,M,false,3,Domestic Shorthair Mix,,Black,White,Adoption
false,Cat,,,24,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
true,Dog,M,true,36,Boxer Mix,,Yellow Brindle,,Transfer
true,Dog,M,false,9,Pit Bull Mix,,Blue,White,Return_to_owner
true,Cat,F,false,2,Domestic Shorthair Mix,,Black,White,Adoption
true,Dog,M,false,12,Dachshund Longhair,Pembroke Welsh Corgi,Red,,Adoption
true,Dog,F,false,24,Chihuahua Shorthair Mix,,Red,White,Died
true,Dog,M,false,48,Basset Hound Mix,,White,Brown,Return_to_owner
false,Dog,F,false,2,Carolina Dog Mix,,Tan,White,Adoption
true,Cat,M,false,2,Siamese,Domestic Shorthair,Lynx Point,Brown Tabby,Transfer
true,Dog,M,true,4,Pointer Mix,,Black,White,Transfer
true,Dog,F,false,36,German Shepherd Mix,,Tan,Black,Adoption
false,Dog,F,false,12,Chihuahua Shorthair Mix,,Brown,White,Adoption
true,Dog,F,true,24,Pit Bull Mix,,Black,,Transfer
true,Cat,M,false,2,Domestic Shorthair Mix,,White,Orange Tabby,Adoption
false,Dog,M,false,36,Border Collie Mix,,Black,White,Adoption
false,Dog,F,false,2,Anatol Shepherd Mix,,Tan,Black,Adoption
true,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
false,Cat,M,false,2,Domestic Shorthair Mix,,Brown Tabby,White,Adoption
true,Dog,F,false,36,Shih Tzu,,White,Black,Return_to_owner
true,Dog,M,true,84,Yorkshire Terrier Mix,,Black,Brown,Transfer
true,Dog,M,true,5,Bull Terrier Miniature,,White,,Return_to_owner
false,Cat,F,false,36,Domestic Shorthair Mix,,Calico,,Euthanasia
true,Cat,M,false,2,Domestic Shorthair Mix,,Orange Tabby,White,Adoption
true,Dog,F,false,24,Chihuahua Shorthair Mix,,Tan,,Adoption
true,Cat,F,false,12,Domestic Shorthair Mix,,Torbie,White,Adoption
true,Dog,F,false,12,Queensland Heeler Mix,,Tan,White,Adoption
true,Dog,M,false,3,Border Collie,Boxer,Black,White,Transfer
false,Dog,F,true,0,Australian Kelpie Mix,,Black,White,Transfer
true,Dog,F,false,6,Australian Kelpie Mix,,Red,White,Adoption
true,Dog,M,false,12,Miniature Poodle Mix,,Tan,,Adoption
true,Dog,F,false,24,Chihuahua Shorthair,,Brown,,Return_to_owner
true,Cat,F,false,11,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,M,false,3,Australian Shepherd Mix,,Tricolor,,Adoption
true,Dog,F,false,2,Australian Kelpie Mix,,Chocolate,Tan,Adoption
true,Dog,M,false,24,Chihuahua Shorthair Mix,,Red,,Adoption
true,Dog,F,false,12,Chihuahua Shorthair Mix,,Tan,,Return_to_owner
true,Cat,M,true,1,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Cat,,,0,Domestic Shorthair Mix,,Brown Tabby,White,Transfer
true,Dog,F,false,84,Rottweiler,Labrador Retriever,Black,Tan,Adoption
false,Dog,F,false,2,Rat Terrier,,Tan,,Adoption
false,Cat,F,true,12,Domestic Shorthair Mix,,Black,White,Transfer
false,Cat,M,false,12,Domestic Shorthair Mix,,Blue Tabby,White,Transfer
true,Dog,F,false,12,Queensland Heeler,Pit Bull,White,Tan,Euthanasia
true,Cat,F,false,2,Domestic Shorthair Mix,,White,Cream,Adoption
true,Dog,F,false,12,German Shepherd,Pit Bull,Brown Brindle,White,Transfer
true,Dog,M,false,108,Anatol Shepherd Mix,,White,Tan,Adoption
true,Dog,F,false,12,American Staffordshire Terrier Mix,,Tan,Black,Return_to_owner
true,Dog,F,false,1,Australian Cattle Dog Mix,,White,Chocolate,Adoption
true,Dog,F,true,60,Pit Bull Mix,,White,Brown,Euthanasia
true,Dog,M,false,36,Chihuahua Shorthair,Wire Hair Fox Terrier,White,Brown,Adoption
true,Dog,M,false,48,Chihuahua Shorthair Mix,,Black,Brown,Adoption
false,Cat,M,true,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,F,false,144,Pit Bull Mix,,Black,White,Transfer
true,Cat,M,false,4,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Cat,F,true,3,Domestic Shorthair Mix,,Black,Orange,Transfer
true,Dog,M,false,48,Pit Bull Mix,,Brown Brindle,,Adoption
true,Cat,F,false,12,Domestic Shorthair Mix,,Black,,Adoption
true,Dog,M,false,12,Pit Bull Mix,,Blue,White,Adoption
true,Cat,F,true,1,Snowshoe Mix,,Seal Point,White,Transfer
true,Dog,M,false,48,Australian Cattle Dog Mix,,Blue Merle,Tan,Adoption
false,Dog,F,false,3,Dachshund,,Brown Brindle,,Transfer
true,Dog,M,false,72,Chow Chow Mix,,Red,White,Adoption
true,Dog,F,false,12,Miniature Poodle,Maltese,Cream,,Adoption
true,Dog,F,false,12,American Bulldog Mix,,White,Brown Brindle,Adoption
true,Dog,F,false,72,Standard Poodle,,Chocolate,,Adoption
false,Cat,,,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Dog,F,true,11,Golden Retriever Mix,,Red,,Transfer
true,Dog,F,false,36,Collie Smooth,Golden Retriever,Red,White,Adoption
true,Cat,F,false,7,Domestic Shorthair Mix,,Orange Tabby,,Adoption
false,Cat,F,true,144,Domestic Longhair Mix,,Tortie,,Euthanasia
true,Dog,F,false,120,Labrador Retriever Mix,,Black,,Adoption
false,Dog,M,false,36,Toy Poodle Mix,,Apricot,,Adoption
true,Cat,F,true,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
false,Cat,M,true,0,Domestic Shorthair Mix,,Brown Tabby,,Transfer
true,Cat,M,true,2,Domestic Shorthair Mix,,Orange Tabby,,Transfer
true,Cat,F,false,120,Domestic Shorthair Mix,,White,Blue,Return_to_owner
true,Dog,M,false,48,Border Terrier Mix,,Black,White,Adoption
