"hasName","animalType","sex","isIntact","monthsOld","breed1","breed2","isMix","color1","color2","outcome","size","life_span_low","life_span_high","price_low","price_high","adaptability","child_friendly","cat_dog_friendly","grooming","health_issues","intelligence","shedding_level"
"false","Cat","","","","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","false","84","Domestic Longhair","","true","Orange","","Return_to_owner","","","","","","","","","","","",""
"true","Cat","M","false","72","Domestic Shorthair","","true","Cream Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","48","Labrador Retriever","Beagle","false","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","M","false","1","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","96","Labrador Retriever","","false","Black","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","M","true","72","Domestic Medium Hair","","true","Brown Tabby","","Transfer","","","","","","","","","","","",""
"true","Dog","M","false","84","Chihuahua Shorthair","","true","Buff","White","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","M","true","7","Domestic Shorthair","","true","Orange Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","0","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","Catahoula","","true","White","Black","Transfer","Large","10","14","500","700","3","4","2","2","2","3","1"
"true","Cat","F","false","12","Domestic Medium Hair","","true","Torbie","","Transfer","","","","","","","","","","","",""
"true","Cat","M","true","1","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","60","Labrador Retriever","","true","Tan","","Transfer","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","F","false","36","Pit Bull","","true","Black","White","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","108","Beagle","","true","Tan","White","Transfer","Small","12","15","500","800","5","5","3","1","3","3","3"
"false","Cat","M","true","12","Domestic Shorthair","","true","Brown Tabby","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Pit Bull","","true","Tan","","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","M","true","1","Domestic Shorthair","","true","Brown Tabby","","Died","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","6","Catahoula","Black Mouth Cur","false","Brown Brindle","White","Transfer","Large","10","14","500","700","3","4","2","2","2","3","1"
"true","Dog","F","false","5","Pit Bull","","true","Brown Brindle","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","12","Pit Bull","","true","Blue Smoke","Brown","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","F","true","0","Domestic Shorthair","","true","Brown Tabby","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Chihuahua Shorthair","","true","Black","White","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Dog","F","false","2","Australian Cattle Dog","Labrador Retriever","false","Blue Merle","","Adoption","Medium","12","15","500","700","3","5","3","1","3","5","3"
"true","Cat","F","true","8","Domestic Medium Hair","","true","Tortie","","Transfer","","","","","","","","","","","",""
"true","Dog","F","false","36","Cairn Terrier","Yorkshire Terrier","false","Brown Brindle","","Transfer","Small","12","15","700","1000","3","4","3","3","2","4","3"
"false","Cat","M","true","0","Domestic Shorthair","","true","Orange","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","","","0","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","36","Pit Bull","","true","Brown","White","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","true","0","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Chihuahua Shorthair","","true","Black","Tan","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Dog","M","false","12","Labrador Retriever","","false","Chocolate","","Transfer","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","F","false","2","Domestic Shorthair","","true","Orange Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","false","5","Rhod Ridgeback","","true","Brown","White","Transfer","Large","10","12","900","1200","4","5","2","1","3","4","1"
"true","Dog","F","false","96","Chihuahua Shorthair","Jack Russell Terrier","false","Brown","White","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","F","false","180","Domestic Shorthair","","true","Black","","Return_to_owner","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","true","132","Labrador Retriever","","true","Yellow","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Dog","M","false","12","Cardigan Welsh Corgi","Chihuahua Shorthair","false","Black","Red","Adoption","Medium","12","15","1000","1200","5","5","5","3","2","5","4"
"false","Dog","F","false","4","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","F","false","72","Domestic Shorthair","","true","Brown Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","3","Pit Bull","","true","Brown Brindle","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","","","0","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","36","Dachshund Wirehair","Chihuahua Shorthair","false","Red","","Return_to_owner","Small","12","15","500","700","5","2","3","2","3","4","1"
"false","Dog","F","true","2","Chihuahua Shorthair","","true","Cream","White","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","M","false","2","Manchester Terrier","Australian Kelpie","false","Tricolor","","Adoption","Small","14","16","600","1000","5","3","3","1","2","4","1"
"true","Dog","M","false","48","Chihuahua Shorthair","","true","White","Tan","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","F","false","2","Domestic Shorthair","","true","Blue","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","Wire Hair Fox Terrier","","true","Brown","","Return_to_owner","Medium","12","14","800","1000","5","5","1","3","3","3","1"
"true","Cat","F","false","24","Domestic Shorthair","","true","Tortie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","84","Staffordshire","Bull Terrier","false","White","Black","Return_to_owner","Medium","12","14","800","1000","3","4","1","1","3","4","1"
"false","Dog","F","true","36","Chihuahua Longhair","","true","White","Brown","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","F","false","9","Domestic Shorthair","","true","Torbie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","24","Pit Bull","","true","Blue","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","M","true","24","Pit Bull","","true","Chocolate","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","F","true","1","Siamese","","true","Lynx Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"true","Cat","M","false","1","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","108","Domestic Shorthair","","true","Orange Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","3","Manx","","true","Calico","","Adoption","Medium","12","14","200","400","5","4","5","3","1","5","3"
"false","Cat","M","false","2","Domestic Shorthair","","true","Blue Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","M","true","24","German Shepherd","","true","Black","Brown","Euthanasia","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"false","Cat","M","false","12","Domestic Shorthair","","true","Cream Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","8","Beagle","","true","Black","Tan","Return_to_owner","Small","12","15","500","800","5","5","3","1","3","3","3"
"true","Cat","M","true","0","Domestic Shorthair","","true","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Pit Bull","Labrador Retriever","false","Tan","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","false","24","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","36","Rottweiler","Chow Chow","false","Tan","","Euthanasia","Medium","8","11","1200","2000","3","2","3","1","3","5","3"
"true","Dog","F","true","12","Cardigan Welsh Corgi","","true","Red","Brown","Return_to_owner","Medium","12","15","1000","1200","5","5","5","3","2","5","4"
"true","Cat","M","false","84","Russian Blue","","true","Blue","","Adoption","Medium","10","16","400","600","3","3","3","3","1","3","3"
"true","Cat","M","false","2","Domestic Shorthair","","true","Cream Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","F","false","3","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","3","Domestic Shorthair","","true","Orange Tabby","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Pit Bull","","true","Blue","White","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","F","true","0","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","2","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","24","Labrador Retriever","","true","Black","","Transfer","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","","","4","Domestic Shorthair","","true","Seal Point","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","2","Domestic Shorthair","","true","Blue Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","German Shepherd","","true","Tan","Black","Adoption","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Dog","M","false","24","Pit Bull","","true","Blue","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","36","Bull Terrier","","false","Black","White","Return_to_owner","Medium","10","12","1200","1500","4","4","2","1","5","3","3"
"true","Cat","F","true","24","Domestic Shorthair","","true","Blue Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","American Bulldog","Pointer","false","White","Red","Return_to_owner","Medium","10","12","700","900","4","4","2","1","2","3","3"
"true","Dog","M","false","36","Nova Scotia Duck Tolling Retriever","Golden Retriever","false","Red","White","Transfer","Medium","12","14","1800","2000","5","5","3","2","4","2","3"
"true","Cat","M","false","12","Domestic Shorthair","","false","Blue Tabby","","Return_to_owner","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Boxer","","true","White","Brown","Adoption","Medium","10","12","600","1200","4","4","3","1","3","4","3"
"true","Cat","M","true","1","Domestic Shorthair","","true","Orange Tabby","White","Died","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","false","2","Domestic Shorthair","","true","Blue","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","24","Pit Bull","","false","Blue","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","2","Plott Hound","Labrador Retriever","false","Brown Brindle","","Adoption","Medium","12","14","300","500","3","4","2","1","1","2","1"
"false","Cat","F","true","12","Domestic Shorthair","","true","White","Gray","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","true","1","Chihuahua Longhair","","true","Black","White","Euthanasia","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","","","0","Domestic Shorthair","","true","Cream Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","12","Chihuahua Shorthair","","true","Tricolor","","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","F","false","2","Domestic Longhair","","true","Calico","","Adoption","","","","","","","","","","","",""
"false","Cat","M","true","0","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","Rottweiler","Labrador Retriever","false","Black","Brown","Adoption","Medium","8","11","1200","2000","3","2","3","1","3","5","3"
"true","Dog","F","false","24","Rottweiler","","true","Black","Brown","Adoption","Medium","8","11","1200","2000","3","2","3","1","3","5","3"
"false","Cat","","","1","Domestic Shorthair","","false","Black","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","36","Pit Bull","","true","Tan","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","M","true","2","Manchester Terrier","","true","Brown","White","Transfer","Small","14","16","600","1000","5","3","3","1","2","4","1"
"true","Dog","M","true","24","Jack Russell Terrier","","false","White","Tricolor","Return_to_owner","Small","13","16","700","1000","5","4","2","2","3","2","5"
"true","Dog","F","false","8","German Shepherd","","true","Black","Tan","Adoption","Medium","10","13","800","2000","5","5","3","3","4","5","5"
"true","Dog","M","false","11","Pit Bull","","true","Black","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","12","Labrador Retriever","","true","White","","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","M","false","168","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","2","Anatol Shepherd","","false","Tan","Black","Adoption","Large","10","13","700","900","2","4","2","2","4","2","5"
"false","Cat","","","0","Domestic Shorthair","","true","Blue Tabby","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","84","Pit Bull","","true","Tan","White","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","24","Belgian Malinois","","true","Brown","Black","Adoption","Medium","12","14","600","800","5","4","3","1","3","3","3"
"false","Cat","F","false","12","Domestic Medium Hair","","true","Calico","","Transfer","","","","","","","","","","","",""
"false","Dog","M","true","1","Boxer","","true","Brown","White","Transfer","Medium","10","12","600","1200","4","4","3","1","3","4","3"
"false","Dog","F","false","180","Shetland Sheepdog","","true","Tricolor","","Transfer","Small","12","14","800","1000","5","4","5","5","3","5","3"
"true","Cat","M","false","3","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","120","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Bull Terrier","","true","White","Brown","Adoption","Medium","10","12","1200","1500","4","4","2","1","5","3","3"
"true","Dog","F","false","24","German Shorthair Pointer","","true","Black","Blue Merle","Return_to_owner","Medium","12","14","600","800","4","4","1","1","4","5","3"
"true","Dog","M","false","36","Pit Bull","Basset Hound","false","Brown","White","Transfer","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","true","24","Rottweiler","","true","Black","Brown","Return_to_owner","Medium","8","11","1200","2000","3","2","3","1","3","5","3"
"true","Dog","M","false","48","Maltese","Miniature Poodle","false","White","","Return_to_owner","Small","15","18","600","800","5","4","5","3","3","4","1"
"true","Dog","F","false","108","Rat Terrier","","false","White","Tricolor","Adoption","Small","15","18","300","500","5","5","4","1","3","2","4"
"true","Dog","F","false","12","Black Mouth Cur","","true","Tan","White","Return_to_owner","Medium","12","18","300","500","3","3","2","2","2","3","2"
"true","Dog","F","false","5","Cairn Terrier","","true","Buff","","Adoption","Small","12","15","700","1000","3","4","3","3","2","4","3"
"true","Dog","M","true","24","Labrador Retriever","Pit Bull","false","Black","","Euthanasia","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","F","false","180","Domestic Longhair","","true","Black","White","Return_to_owner","","","","","","","","","","","",""
"true","Dog","M","false","36","Pit Bull","","true","Black","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","F","false","24","Norfolk Terrier","","true","Brown","White","Adoption","Small","12","15","2000","2500","5","4","4","3","3","4","1"
"true","Dog","M","false","24","Labrador Retriever","","true","Red Tick","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","M","true","12","Siamese","","true","Lynx Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"true","Dog","F","false","36","Pit Bull","","true","Brown","White","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","F","false","6","Siamese","","true","Seal Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"false","Cat","","","5","Domestic Shorthair","","true","White","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","F","false","24","Siamese","","true","Lilac Point","","Euthanasia","Medium","12","15","400","600","5","4","5","3","1","5","3"
"true","Cat","F","false","4","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","true","1","Domestic Shorthair","","true","Orange Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","F","false","2","Chihuahua Shorthair","","true","Brown","Tan","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","2","Black Mouth Cur","Catahoula","false","Black Brindle","White","Adoption","Medium","12","18","300","500","3","3","2","2","2","3","2"
"true","Dog","M","false","36","Labrador Retriever","","true","Tan","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","M","false","24","Chihuahua Shorthair","","true","Buff","White","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","F","true","0","Domestic Shorthair","","true","Orange Tabby","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","48","Pit Bull","","true","Brown Brindle","White","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","72","Pit Bull","","true","White","Chocolate","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","F","false","24","Labrador Retriever","","true","Black","","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","M","true","1","Domestic Shorthair","","true","Brown Tabby","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","72","Australian Cattle Dog","","true","Blue Merle","","Return_to_owner","Medium","12","15","500","700","3","5","3","1","3","5","3"
"false","Dog","F","false","6","Maltese","","true","White","","Transfer","Small","15","18","600","800","5","4","5","3","3","4","1"
"true","Dog","M","false","84","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Dog","M","false","10","Yorkshire Terrier","Miniature Poodle","false","Black","Tan","Transfer","Small","12","16","600","1000","5","1","4","5","4","5","1"
"true","Dog","M","false","48","Chihuahua Shorthair","","true","Blue","","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","M","false","10","Domestic Shorthair","","true","Blue","White","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Australian Cattle Dog","","true","Red Merle","","Adoption","Medium","12","15","500","700","3","5","3","1","3","5","3"
"true","Dog","F","false","36","Australian Kelpie","","true","Black","","Adoption","Medium","10","14","500","700","5","4","3","1","2","3","3"
"true","Dog","F","false","36","Basset Hound","","false","Tricolor","","Return_to_owner","Medium","10","12","300","500","5","5","5","2","3","3","3"
"true","Dog","F","false","36","Labrador Retriever","","true","Black","White","Adoption","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Dog","F","false","24","Norwich Terrier","","true","Tan","White","Adoption","Small","12","15","1400","2000","5","4","4","3","2","4","1"
"true","Dog","F","false","24","Pit Bull","","true","Blue","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Dog","F","true","4","Chihuahua Shorthair","","true","Brown","White","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","","","0","Domestic Shorthair","","true","Orange Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","M","true","0","Domestic Shorthair","","true","Orange Tabby","","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","4","Australian Kelpie","","true","Black","Brown","Adoption","Medium","10","14","500","700","5","4","3","1","2","3","3"
"true","Cat","M","false","2","Domestic Shorthair","","true","Blue Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","6","Blue Lacy","","true","Blue","","Transfer","Medium","14","16","600","800","3","3","2","1","2","3","1"
"true","Dog","M","false","10","Belgian Malinois","","true","Tan","Black","Transfer","Medium","12","14","600","800","5","4","3","1","3","3","3"
"true","Dog","F","false","24","Rat Terrier","Chihuahua Shorthair","false","Brown","White","Return_to_owner","Small","15","18","300","500","5","5","4","1","3","2","4"
"false","Dog","F","true","1","Dachshund","","true","Blue","Tan","Transfer","Small","12","15","500","700","5","2","3","2","3","4","1"
"true","Dog","M","false","10","Border Terrier","Yorkshire Terrier","false","Brown","","Adoption","Small","12","15","1200","1400","5","5","2","3","2","5","1"
"false","Cat","F","true","0","Domestic Shorthair","","true","Calico","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","1","Chihuahua Shorthair","Cairn Terrier","false","Brown","","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","F","false","2","Domestic Shorthair","","true","Black","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","60","Miniature Schnauzer","","true","Silver","","Return_to_owner","Small","12","14","600","1000","5","4","3","4","3","5","1"
"false","Cat","F","true","120","Domestic Shorthair","","true","Black","White","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","M","false","6","Jack Russell Terrier","","true","Black","White","Transfer","Small","13","16","700","1000","5","4","2","2","3","2","5"
"false","Cat","M","true","1","Domestic Shorthair","","true","Brown Tabby","White","Euthanasia","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","","","24","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","true","3","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","72","Great Pyrenees","Border Collie","false","White","Black","Adoption","Giant","10","12","700","900","4","4","4","3","5","3","4"
"true","Dog","F","false","84","Pit Bull","","true","Brown","White","Euthanasia","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Cat","M","false","4","Domestic Shorthair","","true","White","Brown Tabby","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","M","true","1","Domestic Shorthair","","true","Brown Tabby","White","Died","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","5","Labrador Retriever","","true","Black","White","Transfer","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"false","Cat","M","false","2","Ragdoll","","true","Flame Point","","Adoption","Largest","12","17","800","1000","5","4","5","1","2","3","4"
"false","Cat","F","false","3","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Cat","","","0","Domestic Shorthair","","true","Brown Tabby","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","24","Labrador Retriever","Pit Bull","false","Blue","White","Return_to_owner","Medium","10","12","1000","2000","5","5","4","1","3","5","3"
"true","Cat","M","true","1","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","48","Miniature Poodle","","true","Gray","White","Adoption","Small","14","16","1000","1500","5","5","4","5","3","5","1"
"true","Dog","M","false","6","Pit Bull","","true","Black","White","Return_to_owner","Medium","10","14","500","700","3","4","1","1","2","3","3"
"true","Dog","M","false","2","Chihuahua Shorthair","","true","Tan","White","Return_to_owner","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","M","false","2","Domestic Shorthair","","true","Brown Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","true","2","Australian Shepherd","","true","Blue Merle","White","Adoption","Medium","12","15","600","800","5","5","3","3","3","4","3"
"true","Dog","M","false","96","Parson Russell Terrier","","true","White","","Transfer","Medium","13","15","400","600","5","4","1","2","3","2","3"
"true","Cat","M","true","1","Siamese","","true","Lynx Point","","Transfer","Medium","12","15","400","600","5","4","5","3","1","5","3"
"true","Dog","M","false","72","Pit Bull","","true","Black Brindle","White","Adoption","Medium","10","14","500","700","3","4","1","1","2","3","3"
"false","Cat","M","true","0","Domestic Shorthair","","true","Black","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","1","Doberman Pinsch","Pit Bull","false","Black","Brown Brindle","Adoption","Medium","10","12","800","1000","5","3","3","2","4","5","3"
"true","Dog","F","false","3","Chihuahua Shorthair","","true","Black","Brown","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Dog","F","false","72","Chihuahua Shorthair","","true","Tan","White","Adoption","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Dog","M","false","9","Miniature Pinscher","","true","Tricolor","","Adoption","Small","12","15","400","600","5","4","3","1","2","4","3"
"false","Cat","F","true","0","Domestic Medium Hair","","true","Brown Tabby","","Transfer","","","","","","","","","","","",""
"true","Dog","M","false","12","Chihuahua Shorthair","","true","Tan","","Transfer","Small","14","18","600","800","5","1","5","1","4","3","1"
"false","Cat","M","true","12","Domestic Shorthair","","true","White","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"false","Dog","","","192","Chihuahua Shorthair","","false","White","Silver","Euthanasia","Small","14","18","600","800","5","1","5","1","4","3","1"
"true","Cat","M","false","156","Domestic Shorthair","","false","Black","White","Return_to_owner","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","M","false","36","Catahoula","","true","Brown Brindle","","Return_to_owner","Large","10","14","500","700","3","4","2","2","2","3","1"
"true","Dog","M","false","36","Lhasa Apso","Cairn Terrier","false","Tan","Brown","Return_to_owner","Small","12","15","500","700","5","5","5","5","2","3","4"
"true","Cat","F","false","2","Domestic Shorthair","","true","Black","White","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","10","Boxer","","true","Brown","","Adoption","Medium","10","12","600","1200","4","4","3","1","3","4","3"
"true","Dog","F","false","24","Chinese Sharpei","","true","Tan","","Transfer","Medium","8","10","1000","1200","3","1","3","3","5","4","1"
"false","Cat","F","true","0","Domestic Shorthair","","true","Tortie","","Transfer","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Cat","F","false","3","Domestic Shorthair","","true","Blue Tabby","","Adoption","Medium","15","17","600","800","5","4","5","3","1","3","5"
"true","Dog","F","false","12","Plott Hound","","true","Brown Brindle","White","Adoption","Medium","12","14","300","500","3","4","2","1","1","2","1"
"false","Dog","M","true","2","Yorkshire Terrier","Chihuahua Longhair","false","Gray","","Transfer","Small","12","16","600","1000","5","1","4","5","4","5","1"
"true","Dog","M","true","2","Border Terrier","","true","Tan","","Adoption","Small","12","15","1200","1400","5","5","2","3","2","5","1"
